sample_index,timestamp_index,is_synthetic,source_id,scenario_name,phase,true_alert_label,severity,incident_start,incident_peak,incident_end,generation_config_id
68,68,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
69,69,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
70,70,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
71,71,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
72,72,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
73,73,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
74,74,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
75,75,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
76,76,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
77,77,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
78,78,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
79,79,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
80,80,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
81,81,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
82,82,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
83,83,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
84,84,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
85,85,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
86,86,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
87,87,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
88,88,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
89,89,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
90,90,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
91,91,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
92,92,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
93,93,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
94,94,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
95,95,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
96,96,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
97,97,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
98,98,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
99,99,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
100,100,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
101,101,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
102,102,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
103,103,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
104,104,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
105,105,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
106,106,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
107,107,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
108,108,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
109,109,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
110,110,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
111,111,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
112,112,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
113,113,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
114,114,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
115,115,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
116,116,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
117,117,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
118,118,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
119,119,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
120,120,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
121,121,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
122,122,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
123,123,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
124,124,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
125,125,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
126,126,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
127,127,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
128,128,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
129,129,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
130,130,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
131,131,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
132,132,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
133,133,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
134,134,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
135,135,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
136,136,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
137,137,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
138,138,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
139,139,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
140,140,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
141,141,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
142,142,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
143,143,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
144,144,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
145,145,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
146,146,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
147,147,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
148,148,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
149,149,True,synthetic_stress_public_baseline,flash_crowd,background,False,0.0,-1,-1,-1,882e3f3f4815385e
150,150,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.21710811246496883,19,32,46,882e3f3f4815385e
151,151,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.21730586707700947,22,34,46,882e3f3f4815385e
152,152,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.1643737460335435,27,33,40,882e3f3f4815385e
153,153,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.20060487149573947,26,37,49,882e3f3f4815385e
154,154,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.21994643094391322,22,36,50,882e3f3f4815385e
155,155,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.1873747473546998,17,24,31,882e3f3f4815385e
156,156,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.1722354869249425,20,34,48,882e3f3f4815385e
157,157,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.22022583853938682,20,33,47,882e3f3f4815385e
158,158,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.22164344060561714,29,34,40,882e3f3f4815385e
159,159,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.1704522543776637,26,31,37,882e3f3f4815385e
160,160,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.18774142149242884,21,32,43,882e3f3f4815385e
161,161,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.23317067843762096,23,27,32,882e3f3f4815385e
162,162,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.21425297935795157,25,35,46,882e3f3f4815385e
163,163,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.16946665649404086,16,26,37,882e3f3f4815385e
164,164,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.1897135500174548,15,19,24,882e3f3f4815385e
165,165,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.21098067720466124,25,28,32,882e3f3f4815385e
166,166,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.19111675887412405,28,42,57,882e3f3f4815385e
167,167,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.24158113509241924,19,21,24,882e3f3f4815385e
168,168,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.20264931229414823,26,29,32,882e3f3f4815385e
169,169,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.20966756432102623,21,35,49,882e3f3f4815385e
170,170,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.20545547320390187,19,33,47,882e3f3f4815385e
171,171,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.2306690837460345,19,21,24,882e3f3f4815385e
172,172,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.1714574986436741,17,23,29,882e3f3f4815385e
173,173,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.2169023673620819,16,22,28,882e3f3f4815385e
174,174,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.23807097722385265,26,32,39,882e3f3f4815385e
175,175,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.20827532872479737,18,20,23,882e3f3f4815385e
176,176,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.18866395865787403,27,35,43,882e3f3f4815385e
177,177,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.20499221316161645,24,30,36,882e3f3f4815385e
178,178,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.16620512609986715,29,33,38,882e3f3f4815385e
179,179,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.2360633744660304,29,43,58,882e3f3f4815385e
180,180,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.20530581473188203,28,33,38,882e3f3f4815385e
181,181,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.21708705421134028,15,27,39,882e3f3f4815385e
182,182,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.18415299256363635,16,27,39,882e3f3f4815385e
183,183,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.1726275294239476,29,34,40,882e3f3f4815385e
184,184,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.2119490803004696,17,28,40,882e3f3f4815385e
185,185,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.18810170301425783,15,19,24,882e3f3f4815385e
186,186,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.1743715439604782,29,37,46,882e3f3f4815385e
187,187,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.173375332967388,17,22,27,882e3f3f4815385e
188,188,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.21977665094053814,16,22,28,882e3f3f4815385e
189,189,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.22884027341003665,21,25,30,882e3f3f4815385e
190,190,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.17270968880115342,26,38,51,882e3f3f4815385e
191,191,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.18732826707192754,16,23,30,882e3f3f4815385e
192,192,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.18613181371776955,24,30,36,882e3f3f4815385e
193,193,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.20830383849196304,22,24,27,882e3f3f4815385e
194,194,True,synthetic_stress_public_baseline,flash_crowd,pre_incident,False,0.19707693134359505,16,27,39,882e3f3f4815385e
195,195,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9578976631280697,17,26,36,882e3f3f4815385e
196,196,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.655886138712406,22,32,42,882e3f3f4815385e
197,197,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9129496391473033,19,31,44,882e3f3f4815385e
198,198,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9363538547460837,22,34,46,882e3f3f4815385e
199,199,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7734807343243703,19,26,34,882e3f3f4815385e
200,200,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7997859710851789,24,38,53,882e3f3f4815385e
201,201,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8961847124803373,19,24,29,882e3f3f4815385e
202,202,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8461631090396291,16,29,43,882e3f3f4815385e
203,203,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7524104423949446,17,29,42,882e3f3f4815385e
204,204,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7439576271715187,28,37,47,882e3f3f4815385e
205,205,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.6569788453910252,21,24,28,882e3f3f4815385e
206,206,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8450774593166205,17,29,42,882e3f3f4815385e
207,207,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7549370619941763,27,34,41,882e3f3f4815385e
208,208,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.6643467704642214,28,40,52,882e3f3f4815385e
209,209,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7322979000246299,28,33,38,882e3f3f4815385e
210,210,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7732926656916587,21,27,33,882e3f3f4815385e
211,211,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9250413227502248,28,31,35,882e3f3f4815385e
212,212,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9283797340272584,28,39,50,882e3f3f4815385e
213,213,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9146685404902859,18,32,47,882e3f3f4815385e
214,214,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.6944022287763385,24,34,44,882e3f3f4815385e
215,215,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.932998807560444,19,27,36,882e3f3f4815385e
216,216,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7379328947752792,20,31,42,882e3f3f4815385e
217,217,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7875734916363121,21,29,37,882e3f3f4815385e
218,218,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.75807353625614,20,28,37,882e3f3f4815385e
219,219,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7479692366085242,17,28,39,882e3f3f4815385e
220,220,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7583591976515474,28,41,54,882e3f3f4815385e
221,221,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8653538223848336,29,42,55,882e3f3f4815385e
222,222,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7450913526802123,22,34,46,882e3f3f4815385e
223,223,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8792833825101044,15,20,25,882e3f3f4815385e
224,224,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.6813815969158784,16,30,44,882e3f3f4815385e
225,225,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9588601414912066,23,26,30,882e3f3f4815385e
226,226,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8459150614738968,29,33,38,882e3f3f4815385e
227,227,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.962188930729719,29,41,53,882e3f3f4815385e
228,228,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8533346810079601,23,26,29,882e3f3f4815385e
229,229,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8389020696311704,16,25,35,882e3f3f4815385e
230,230,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.913750756448982,22,33,45,882e3f3f4815385e
231,231,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9573079577777336,18,27,37,882e3f3f4815385e
232,232,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8670948840633742,16,27,39,882e3f3f4815385e
233,233,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8715063663918355,28,40,52,882e3f3f4815385e
234,234,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.739276530500358,28,40,53,882e3f3f4815385e
235,235,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7020118440462499,22,28,34,882e3f3f4815385e
236,236,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7764955415165453,29,38,47,882e3f3f4815385e
237,237,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9589261956566926,17,26,35,882e3f3f4815385e
238,238,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9755884098250263,22,26,30,882e3f3f4815385e
239,239,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.6890979304816237,27,41,55,882e3f3f4815385e
240,240,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.8441251399898428,24,28,32,882e3f3f4815385e
241,241,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7999249274077764,23,25,28,882e3f3f4815385e
242,242,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.7959636619324048,19,33,48,882e3f3f4815385e
243,243,True,synthetic_stress_public_baseline,flash_crowd,incident,True,0.9078270316924002,22,35,49,882e3f3f4815385e
