timestamp,request_count,bytes_sum,bytes_mean,bytes_max,bytes_p95,unique_hosts,status_2xx,status_3xx,status_4xx,status_5xx,error_count,error_rate,method_get,method_post,method_head,method_other,throughput_bytes_per_min,request_spike_score,congestion_score_proxy,target_next_congestion_score
1995-07-01 04:10:00+00:00,5,11030,2206.0,2212,2211.4,5,4,0,1,0,1,0.2,4,0,1,0,11030.0,0.0,0.27392238131122837,0.13053098364432159
1995-07-01 04:11:00+00:00,6,13845,2307.5,2315,2314.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,13845.0,0.045533261857096254,0.35590223349543076,0.18053443906933886
1995-07-01 04:12:00+00:00,7,16863,2409.0,2418,2417.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,16863.0,0.14871143297308545,0.44861087129099286,0.24001036627505185
1995-07-01 04:13:00+00:00,8,9684,1210.5,1221,1219.95,8,7,0,1,0,1,0.125,7,0,1,0,9684.0,0.2509296389476185,0.3887289849949879,0.31336912139965123
1995-07-01 04:14:00+00:00,2,2603,1301.5,1303,1302.85,2,1,0,1,0,1,0.5,1,0,1,0,2603.0,0.0,0.1,0.39542290398405416
1995-07-01 04:15:00+00:00,3,4209,1403.0,1406,1405.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,4209.0,0.0,0.13053098364432159,0.4812616991772076
1995-07-01 04:16:00+00:00,4,6018,1504.5,1509,1508.55,4,3,0,1,0,1,0.25,3,0,1,0,6018.0,0.0,0.18053443906933886,0.1193503800967519
1995-07-01 04:17:00+00:00,5,8030,1606.0,1612,1611.4,5,4,0,1,0,1,0.2,4,0,1,0,8030.0,0.0,0.24001036627505185,0.15955655378944944
1995-07-01 04:18:00+00:00,6,10245,1707.5,1715,1714.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,10245.0,0.07743689471524111,0.31336912139965123,0.21923519926284263
1995-07-01 04:19:00+00:00,7,12663,1809.0,1818,1817.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,12663.0,0.19471839384060732,0.39542290398405416,0.2883863165169316
1995-07-01 04:20:00+00:00,8,15284,1910.5,1921,1919.95,8,7,0,1,0,1,0.125,7,0,1,0,15284.0,0.3098872060084265,0.4812616991772076,0.37323575348706106
1995-07-01 04:21:00+00:00,2,4003,2001.5,2003,2002.85,2,1,0,1,0,1,0.5,1,0,1,0,4003.0,0.0,0.1193503800967519,0.3400817024185499
1995-07-01 04:22:00+00:00,3,6309,2103.0,2106,2105.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,6309.0,0.0,0.15955655378944944,0.4184885153966865
1995-07-01 04:23:00+00:00,4,8818,2204.5,2209,2208.55,4,3,0,1,0,1,0.25,3,0,1,0,8818.0,0.0,0.21923519926284263,0.1027643400138217
1995-07-01 04:24:00+00:00,5,11530,2306.0,2312,2311.4,5,4,0,1,0,1,0.2,4,0,1,0,11530.0,0.0,0.2883863165169316,0.13467749366505413
1995-07-01 04:25:00+00:00,6,14445,2407.5,2415,2414.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,14445.0,0.09559181268678198,0.37323575348706106,0.18606311909698225
1995-07-01 04:26:00+00:00,7,8463,1209.0,1218,1217.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,8463.0,0.22181778108812156,0.3400817024185499,0.2469212163096061
1995-07-01 04:27:00+00:00,8,10484,1310.5,1321,1319.95,8,7,0,1,0,1,0.125,7,0,1,0,10484.0,0.3455969715204235,0.4184885153966865,0.3246654625461
1995-07-01 04:28:00+00:00,2,2803,1401.5,1403,1402.85,2,1,0,1,0,1,0.5,1,0,1,0,2803.0,0.0,0.1027643400138217,0.4096141197615214
1995-07-01 04:29:00+00:00,3,4509,1503.0,1506,1505.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,4509.0,0.0,0.13467749366505413,0.49830934015229567
1995-07-01 04:30:00+00:00,4,6418,1604.5,1609,1608.55,4,3,0,1,0,1,0.25,3,0,1,0,6418.0,0.0,0.18606311909698225,0.12211472011057362
1995-07-01 04:31:00+00:00,5,8530,1706.0,1712,1711.4,5,4,0,1,0,1,0.2,4,0,1,0,8530.0,0.0,0.2469212163096061,0.163703063810182
1995-07-01 04:32:00+00:00,6,10845,1807.5,1815,1814.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,10845.0,0.10747010576507761,0.3246654625461,0.22476387929048608
1995-07-01 04:33:00+00:00,7,13363,1909.0,1918,1917.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,13363.0,0.23987865113151977,0.4096141197615214,0.29529716655148586
1995-07-01 04:34:00+00:00,8,16084,2010.5,2021,2019.95,8,7,0,1,0,1,0.125,7,0,1,0,16084.0,0.369790015206439,0.49830934015229567,0.27574955664355355
1995-07-01 04:35:00+00:00,2,4203,2101.5,2103,2102.85,2,1,0,1,0,1,0.5,1,0,1,0,4203.0,0.0,0.12211472011057362,0.35285854443133896
1995-07-01 04:36:00+00:00,3,6609,2203.0,2206,2205.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,6609.0,0.0,0.163703063810182,0.4337198678873867
1995-07-01 04:37:00+00:00,4,9218,2304.5,2309,2308.55,4,3,0,1,0,1,0.25,3,0,1,0,9218.0,0.0,0.22476387929048608,0.1055286800276434
1995-07-01 04:38:00+00:00,5,12030,2406.0,2412,2411.4,5,4,0,1,0,1,0.2,4,0,1,0,12030.0,0.0,0.29529716655148586,0.13882400368578668
1995-07-01 04:39:00+00:00,6,7245,1207.5,1215,1214.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,7245.0,0.11589224922751919,0.27574955664355355,0.19159179912462565
1995-07-01 04:40:00+00:00,7,9163,1309.0,1318,1317.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,9163.0,0.25283430073225244,0.35285854443133896,0.8117647058823529
1995-07-01 04:41:00+00:00,8,11284,1410.5,1421,1419.95,8,7,0,1,0,1,0.125,7,0,1,0,11284.0,0.38733689587455755,0.4337198678873867,0.23580699633970414
1995-07-01 04:42:00+00:00,2,3003,1501.5,1503,1502.85,2,1,0,1,0,1,0.5,1,0,1,0,3003.0,0.0,0.1055286800276434,0.29416520355370207
1995-07-01 04:43:00+00:00,3,4809,1603.0,1606,1605.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,4809.0,0.0,0.13882400368578668,0.35506119690999505
1995-07-01 04:44:00+00:00,4,6818,1704.5,1709,1708.55,4,3,0,1,0,1,0.25,3,0,1,0,6818.0,0.0,0.19159179912462565,0.11267382503080445
1995-07-01 04:45:00+00:00,17,31008,1824.0,1848,1845.6,17,16,0,1,0,1,0.058823529411764705,15,1,1,0,31008.0,1.0,0.8117647058823529,0.1303186058792466
1995-07-01 04:46:00+00:00,6,11445,1907.5,1915,1914.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,11445.0,0.068836847161637,0.23580699633970414,0.16605937921727396
1995-07-01 04:47:00+00:00,7,14063,2009.0,2018,2017.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,14063.0,0.18237088952818595,0.29416520355370207,0.16412955465587045
1995-07-01 04:48:00+00:00,8,16884,2110.5,2121,2119.95,8,7,0,1,0,1,0.125,7,0,1,0,16884.0,0.2950847731837378,0.35506119690999505,0.21132217867792757
1995-07-01 04:49:00+00:00,2,4403,2201.5,2203,2202.85,2,1,0,1,0,1,0.5,1,0,1,0,4403.0,0.0,0.11267382503080445,0.26586443256074166
1995-07-01 04:50:00+00:00,3,6909,2303.0,2306,2305.7,3,2,0,0,1,1,0.3333333333333333,2,0,1,0,6909.0,0.0,0.1303186058792466,0.32293861469513374
1995-07-01 04:51:00+00:00,4,9618,2404.5,2409,2408.55,4,3,0,1,0,1,0.25,3,0,1,0,9618.0,0.0,0.16605937921727396,0.10422460834360148
1995-07-01 04:52:00+00:00,5,6030,1206.0,1212,1211.4,5,4,0,1,0,1,0.2,4,0,1,0,6030.0,0.0,0.16412955465587045,0.11764478084844218
1995-07-01 04:53:00+00:00,6,7845,1307.5,1315,1314.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,7845.0,0.07746517115995988,0.21132217867792757,0.14916094584286804
1995-07-01 04:54:00+00:00,7,9863,1409.0,1418,1417.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,9863.0,0.1950857636506854,0.26586443256074166,0.18877310332687908
1995-07-01 04:55:00+00:00,8,12084,1510.5,1521,1519.95,8,7,0,1,0,1,0.125,7,0,1,0,12084.0,0.31182761852324387,0.32293861469513374,0.24160992260722863
1995-07-01 04:56:00+00:00,2,3203,1601.5,1603,1602.85,2,1,0,1,0,1,0.5,1,0,1,0,3203.0,0.0,0.10422460834360148,0.3051833578209733
1995-07-01 04:57:00+00:00,3,5109,1703.0,1706,1705.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,5109.0,0.0,0.11764478084844218,0.36797561398140854
1995-07-01 04:58:00+00:00,4,7218,1804.5,1809,1808.55,4,3,0,1,0,1,0.25,3,0,1,0,7218.0,0.0,0.14916094584286804,0.11408202781200494
1995-07-01 04:59:00+00:00,5,9530,1906.0,1912,1911.4,5,4,0,1,0,1,0.2,4,0,1,0,9530.0,0.0,0.18877310332687908,0.13243091005104735
1995-07-01 05:00:00+00:00,6,12045,2007.5,2015,2014.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,12045.0,0.08462002640086698,0.24160992260722863,0.13226251246846213
1995-07-01 05:01:00+00:00,7,14763,2109.0,2118,2117.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,14763.0,0.24326533485888088,0.3051833578209733,0.16765006160887166
1995-07-01 05:02:00+00:00,8,17684,2210.5,2221,2219.95,8,7,0,1,0,1,0.125,7,0,1,0,17684.0,0.36790083264985346,0.36797561398140854,0.219599588186837
1995-07-01 05:03:00+00:00,2,4603,2301.5,2303,2302.85,2,1,0,1,0,1,0.5,1,0,1,0,4603.0,0.0,0.11408202781200494,0.27561109941576295
1995-07-01 05:04:00+00:00,3,7209,2403.0,2406,2405.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,7209.0,0.0,0.13243091005104735,0.33417874723259666
1995-07-01 05:05:00+00:00,4,4818,1204.5,1209,1208.55,4,3,0,1,0,1,0.25,3,0,1,0,4818.0,0.0,0.13226251246846213,0.10563281112480198
1995-07-01 05:06:00+00:00,5,6530,1306.0,1312,1311.4,5,4,0,1,0,1,0.2,4,0,1,0,6530.0,0.0,0.16765006160887166,0.1197570850202429
1995-07-01 05:07:00+00:00,6,8445,1407.5,1415,1414.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,8445.0,0.11799318281303948,0.219599588186837,0.15197735140526902
1995-07-01 05:08:00+00:00,7,10563,1509.0,1518,1517.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,10563.0,0.2432653348588809,0.27561109941576295,0.19229361027988032
1995-07-01 05:09:00+00:00,8,12884,1610.5,1621,1619.95,8,7,0,1,0,1,0.125,7,0,1,0,12884.0,0.36790083264985357,0.33417874723259666,0.24917184659204739
1995-07-01 05:10:00+00:00,2,3403,1701.5,1703,1702.85,2,1,0,1,0,1,0.5,1,0,1,0,3403.0,0.0,0.10563281112480198,0.310112067555175
1995-07-01 05:11:00+00:00,3,5409,1803.0,1806,1805.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,5409.0,0.0,0.1197570850202429,0.3736084251062105
1995-07-01 05:12:00+00:00,4,7618,1904.5,1909,1908.55,4,3,0,1,0,1,0.25,3,0,1,0,7618.0,0.0,0.15197735140526902,0.11549023059320543
1995-07-01 05:13:00+00:00,5,10030,2006.0,2012,2011.4,5,4,0,1,0,1,0.2,4,0,1,0,10030.0,0.0,0.19229361027988032,0.10708325998943848
1995-07-01 05:14:00+00:00,6,12645,2107.5,2115,2114.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,12645.0,0.1179931828130395,0.24917184659204739,0.1350789180308631
1995-07-01 05:15:00+00:00,7,15463,2209.0,2218,2217.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,15463.0,0.24326533485888094,0.310112067555175,0.1711705685618729
1995-07-01 05:16:00+00:00,8,18484,2310.5,2321,2319.95,8,7,0,1,0,1,0.125,7,0,1,0,18484.0,0.3679008326498536,0.3736084251062105,0.2238241965304385
1995-07-01 05:17:00+00:00,2,4803,2401.5,2403,2402.85,2,1,0,1,0,1,0.5,1,0,1,0,4803.0,0.0,0.11549023059320543,0.2805398091499647
1995-07-01 05:18:00+00:00,3,3609,1203.0,1206,1205.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,3609.0,0.0,0.10708325998943848,0.3398115583573986
1995-07-01 05:19:00+00:00,4,5218,1304.5,1309,1308.55,4,3,0,1,0,1,0.25,3,0,1,0,5218.0,0.0,0.1350789180308631,0.10704101390600247
1995-07-01 05:20:00+00:00,5,7030,1406.0,1412,1411.4,5,4,0,1,0,1,0.2,4,0,1,0,7030.0,0.0,0.1711705685618729,0.12186938919204365
1995-07-01 05:21:00+00:00,6,9045,1507.5,1515,1514.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,9045.0,0.11799318281303954,0.2238241965304385,0.15479375696767
1995-07-01 05:22:00+00:00,7,11263,1609.0,1618,1617.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,11263.0,0.24326533485888102,0.2805398091499647,0.19581411723288153
1995-07-01 05:23:00+00:00,8,13684,1710.5,1721,1719.95,8,7,0,1,0,1,0.125,7,0,1,0,13684.0,0.3679008326498537,0.3398115583573986,0.25339645493564883
1995-07-01 05:24:00+00:00,2,3603,1801.5,1803,1802.85,2,1,0,1,0,1,0.5,1,0,1,0,3603.0,0.0,0.10704101390600247,0.31504077728937674
1995-07-01 05:25:00+00:00,3,5709,1903.0,1906,1905.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,5709.0,0.0,0.12186938919204365,0.8200000000000001
1995-07-01 05:26:00+00:00,4,8018,2004.5,2009,2008.55,4,3,0,1,0,1,0.25,3,0,1,0,8018.0,0.0,0.15479375696767,0.1
1995-07-01 05:27:00+00:00,5,10530,2106.0,2112,2111.4,5,4,0,1,0,1,0.2,4,0,1,0,10530.0,0.0,0.19581411723288153,0.10096858506436776
1995-07-01 05:28:00+00:00,6,13245,2207.5,2215,2214.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,13245.0,0.11799318281303955,0.25339645493564883,0.11948325282849943
1995-07-01 05:29:00+00:00,7,16163,2309.0,2318,2317.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,16163.0,0.24326533485888105,0.31504077728937674,0.145544003292395
1995-07-01 05:30:00+00:00,20,48570,2428.5,2457,2454.15,20,18,0,2,0,2,0.1,17,1,2,0,48570.0,1.0,0.8200000000000001,0.18317994649638072
1995-07-01 05:31:00+00:00,2,2403,1201.5,1203,1202.85,2,1,0,1,0,1,0.5,1,0,1,0,2403.0,0.0,0.1,0.22621094381701848
1995-07-01 05:32:00+00:00,3,3909,1303.0,1306,1305.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,3909.0,0.0,0.10096858506436776,0.27131987481497827
1995-07-01 05:33:00+00:00,4,5618,1404.5,1409,1408.55,4,3,0,1,0,1,0.25,3,0,1,0,5618.0,0.0,0.11948325282849943,0.10606493815929127
1995-07-01 05:34:00+00:00,5,7530,1506.0,1512,1511.4,5,4,0,1,0,1,0.2,4,0,1,0,7530.0,0.0,0.145544003292395,0.11006599230330466
1995-07-01 05:35:00+00:00,6,9645,1607.5,1615,1614.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,9645.0,0.07362443373659637,0.18317994649638072,0.13161312914708195
1995-07-01 05:36:00+00:00,7,11963,1709.0,1718,1717.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,11963.0,0.17335762926112042,0.22621094381701848,0.16070634869062317
1995-07-01 05:37:00+00:00,8,14484,1810.5,1821,1819.95,8,7,0,1,0,1,0.125,7,0,1,0,14484.0,0.273171239323132,0.27131987481497827,0.20137476097425455
1995-07-01 05:38:00+00:00,2,3803,1901.5,1903,1902.85,2,1,0,1,0,1,0.5,1,0,1,0,3803.0,0.0,0.10606493815929127,0.2474382273745379
1995-07-01 05:39:00+00:00,3,6009,2003.0,2006,2005.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,6009.0,0.0,0.11006599230330466,0.25052580112597966
1995-07-01 05:40:00+00:00,4,8418,2104.5,2109,2108.55,4,3,0,0,1,1,0.25,3,0,1,0,8418.0,0.0,0.13161312914708195,0.10086641973704162
1995-07-01 05:41:00+00:00,5,11030,2206.0,2212,2211.4,5,4,0,1,0,1,0.2,4,0,1,0,11030.0,0.0,0.16070634869062317,0.10226821466993018
1995-07-01 05:42:00+00:00,6,13845,2307.5,2315,2314.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,13845.0,0.07362443373659636,0.20137476097425455,0.12121609230258265
1995-07-01 05:43:00+00:00,7,16863,2409.0,2418,2417.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,16863.0,0.1733576292611204,0.2474382273745379,0.14771005263499903
1995-07-01 05:44:00+00:00,8,9684,1210.5,1221,1219.95,8,7,0,1,0,1,0.125,7,0,1,0,9684.0,0.273171239323132,0.25052580112597966,0.18923873674371786
1995-07-01 05:45:00+00:00,2,2603,1301.5,1303,1302.85,2,1,0,1,0,1,0.5,1,0,1,0,2603.0,0.0,0.10086641973704162,0.234176189681411
1995-07-01 05:46:00+00:00,3,4209,1403.0,1406,1405.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,4209.0,0.0,0.10226821466993018,0.28113434913996127
1995-07-01 05:47:00+00:00,4,6018,1504.5,1509,1508.55,4,3,0,1,0,1,0.25,3,0,1,0,6018.0,0.0,0.12121609230258265,0.10693135789633289
1995-07-01 05:48:00+00:00,5,8030,1606.0,1612,1611.4,5,4,0,1,0,1,0.2,4,0,1,0,8030.0,0.0,0.14771005263499903,0.11136562190886708
1995-07-01 05:49:00+00:00,6,10245,1707.5,1715,1714.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,10245.0,0.10821974409871915,0.18923873674371786,0.13334596862116518
1995-07-01 05:50:00+00:00,7,12663,1809.0,1818,1817.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,12663.0,0.22268539710858967,0.234176189681411,0.1628723980332272
1995-07-01 05:51:00+00:00,8,15284,1910.5,1921,1919.95,8,7,0,1,0,1,0.125,7,0,1,0,15284.0,0.33665919309129716,0.28113434913996127,0.20743355122159168
1995-07-01 05:52:00+00:00,2,4003,2001.5,2003,2002.85,2,1,0,1,0,1,0.5,1,0,1,0,4003.0,0.0,0.10693135789633289,0.21598137520353722
1995-07-01 05:53:00+00:00,3,6309,2103.0,2106,2105.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,6309.0,0.0,0.11136562190886708,0.2603402754509626
1995-07-01 05:54:00+00:00,4,8818,2204.5,2209,2208.55,4,3,0,1,0,1,0.25,3,0,1,0,8818.0,0.0,0.13334596862116518,0.10173283947408322
1995-07-01 05:55:00+00:00,5,11530,2306.0,2312,2311.4,5,4,0,1,0,1,0.2,4,0,1,0,11530.0,0.0,0.1628723980332272,0.1035678442754926
1995-07-01 05:56:00+00:00,6,14445,2407.5,2415,2414.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,14445.0,0.10821974409871916,0.20743355122159168,0.12294893177666587
1995-07-01 05:57:00+00:00,7,8463,1209.0,1218,1217.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,8463.0,0.2226853971085897,0.21598137520353722,0.14987610197760304
1995-07-01 05:58:00+00:00,8,10484,1310.5,1321,1319.95,8,7,0,1,0,1,0.125,7,0,1,0,10484.0,0.33665919309129716,0.2603402754509626,0.1918379959548427
1995-07-01 05:59:00+00:00,2,2803,1401.5,1403,1402.85,2,1,0,1,0,1,0.5,1,0,1,0,2803.0,0.0,0.10173283947408322,0.23720865876105668
1995-07-01 06:00:00+00:00,3,4509,1503.0,1506,1505.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,4509.0,0.0,0.1035678442754926,0.2846000280881277
1995-07-01 06:01:00+00:00,4,6418,1604.5,1609,1608.55,4,3,0,1,0,1,0.25,3,0,1,0,6418.0,0.0,0.12294893177666587,0.10779777763337449
1995-07-01 06:02:00+00:00,5,8530,1706.0,1712,1711.4,5,4,0,1,0,1,0.2,4,0,1,0,8530.0,0.0,0.14987610197760304,0.11266525151442949
1995-07-01 06:03:00+00:00,6,10845,1807.5,1815,1814.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,10845.0,0.10821974409871916,0.1918379959548427,0.13507880809524841
1995-07-01 06:04:00+00:00,7,13363,1909.0,1918,1917.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,13363.0,0.22268539710858973,0.23720865876105668,0.16503844737583123
1995-07-01 06:05:00+00:00,8,16084,2010.5,2021,2019.95,8,7,0,1,0,1,0.125,7,0,1,0,16084.0,0.33665919309129716,0.2846000280881277,0.17624244068809372
1995-07-01 06:06:00+00:00,2,4203,2101.5,2103,2102.85,2,1,0,1,0,1,0.5,1,0,1,0,4203.0,0.0,0.10779777763337449,0.21901384428318285
1995-07-01 06:07:00+00:00,3,6609,2203.0,2206,2205.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,6609.0,0.0,0.11266525151442949,0.2638059543991291
1995-07-01 06:08:00+00:00,4,9218,2304.5,2309,2308.55,4,3,0,1,0,1,0.25,3,0,1,0,9218.0,0.0,0.13507880809524841,0.10259925921112484
1995-07-01 06:09:00+00:00,5,12030,2406.0,2412,2411.4,5,4,0,1,0,1,0.2,4,0,1,0,12030.0,0.0,0.16503844737583123,0.10486747388105501
1995-07-01 06:10:00+00:00,6,7245,1207.5,1215,1214.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,7245.0,0.10821974409871919,0.17624244068809372,0.6103714955126677
1995-07-01 06:11:00+00:00,7,9163,1309.0,1318,1317.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,9163.0,0.22268539710858978,0.21901384428318285,0.15204215132020707
1995-07-01 06:12:00+00:00,8,11284,1410.5,1421,1419.95,8,7,0,1,0,1,0.125,7,0,1,0,11284.0,0.3366591930912972,0.2638059543991291,0.19113149867946994
1995-07-01 06:13:00+00:00,2,3003,1501.5,1503,1502.85,2,1,0,1,0,1,0.5,1,0,1,0,3003.0,0.0,0.10259925921112484,0.23567728200758867
1995-07-01 06:14:00+00:00,3,4809,1603.0,1606,1605.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,4809.0,0.0,0.10486747388105501,0.2823015792921721
1995-07-01 06:15:00+00:00,16,27560,1722.5,1745,1742.75,16,15,0,1,0,1,0.0625,14,1,1,0,27560.0,1.0,0.6103714955126677,0.1086641973704161
1995-07-01 06:16:00+00:00,5,9030,1806.0,1812,1811.4,5,4,0,1,0,1,0.2,4,0,1,0,9030.0,0.0,0.15204215132020707,0.11396488111999191
1995-07-01 06:17:00+00:00,6,11445,1907.5,1915,1914.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,11445.0,0.07516217923374341,0.19113149867946994,0.13681164756933162
1995-07-01 06:18:00+00:00,7,14063,2009.0,2018,2017.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,14063.0,0.1770469387774537,0.23567728200758867,0.1390458552645829
1995-07-01 06:19:00+00:00,8,16884,2110.5,2121,2119.95,8,7,0,1,0,1,0.125,7,0,1,0,16884.0,0.2790179156500768,0.2823015792921721,0.17553594341272097
1995-07-01 06:20:00+00:00,2,4403,2201.5,2203,2202.85,2,1,0,1,0,1,0.5,1,0,1,0,4403.0,0.0,0.1086641973704161,0.21748246752971487
1995-07-01 06:21:00+00:00,3,6909,2303.0,2306,2305.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,6909.0,0.0,0.11396488111999191,0.26150750560317343
1995-07-01 06:22:00+00:00,4,9618,2404.5,2409,2408.55,4,3,0,1,0,1,0.25,3,0,1,0,9618.0,0.0,0.13681164756933162,0.10346567894816644
1995-07-01 06:23:00+00:00,5,6030,1206.0,1212,1211.4,5,4,0,1,0,1,0.2,4,0,1,0,6030.0,0.0,0.1390458552645829,0.10616710348661743
1995-07-01 06:24:00+00:00,6,7845,1307.5,1315,1314.25,6,5,0,1,0,1,0.16666666666666666,5,0,1,0,7845.0,0.07516217923374341,0.17553594341272097,0.1264146107248323
1995-07-01 06:25:00+00:00,7,9863,1409.0,1418,1417.1,7,6,0,1,0,1,0.14285714285714285,6,0,1,0,9863.0,0.1770469387774537,0.21748246752971487,0.1542082006628111
1995-07-01 06:26:00+00:00,8,12084,1510.5,1521,1519.95,8,7,0,1,0,1,0.125,7,0,1,0,12084.0,0.2790179156500768,0.26150750560317343,0.19840359355723544
1995-07-01 06:27:00+00:00,2,3203,1601.5,1603,1602.85,2,1,0,1,0,1,0.5,1,0,1,0,3203.0,0.0,0.10346567894816644,0.24615567561615678
1995-07-01 06:28:00+00:00,3,5109,1703.0,1706,1705.7,3,2,0,1,0,1,0.3333333333333333,2,0,1,0,5109.0,0.0,0.10616710348661743,0.29590750610745176
1995-07-01 06:29:00+00:00,4,7218,1804.5,1809,1808.55,4,3,0,1,0,1,0.25,3,0,1,0,7218.0,0.0,0.1264146107248323,0.1095306171074577
